Key,Date,Pro,Pro Cell,Shipper,Consignee,Product,Status,Target Weight,Net Weight,Railcar 1,Batch 1,Railcar 1 Weight,Railcar 2,Batch 2,Railcar 2 Weight,Shipper Order,Customer PO#,,,,,,,,,,,,,,archive_status
TBOA 3160,3/12/2025,64109,W94,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,48240,XOMX 717427,24K2483A4,32240,XOMX 720420,25B0883A3,16000,14848211,881780663,,,,,,,,,,,,,,TRUE
TBOA 3161,3/12/2025,64156,G112,SHAW,"EEJAY WAREHOUSE - E ST LOUIS, IL",,,STRIP OUT,0,CPCX 816577,37490,0,,,,37490,,,,,,,,,,,,,,,TRUE
TBOA3162,3/13/2025,64105,O4,SHAW,"SEV-REND CORP - COLLINSVILLE, IL",HDPE,Yes - On Dispatch Schedule,48000,48240,BPTX 543985,37471,48240,,,,37471/279327,28019,,,,,,,,,,,,,,TRUE
TBOA 3163,3/13/2025,,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14843965,881775552,,,,,,,,,,,,,,TRUE
TBOA 3164,3/13/2025,64110,G22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46140,PSPX 6978,PSB611110,46140,,,,81334406,4503831687,,,,,,,,,,,,,,TRUE
TBOA 3165,3/13/2025,64111,O22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46260,PSPX 6978,PSB611110,46260,,,,81334396,4503831705,,,,,,,,,,,,,,TRUE
TBOA 3166,3/13/2025,64112,W22,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47460,ECUX 881668,25A29QAF,47460,,,,14847344,881778965,,,,,,,,,,,,,,TRUE
TBOA 3167,3/13/2025,64121,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47480,EQUX 19575,CB125B0104,47480,,,,8108678150,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3168,3/13/2025,64122,O40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,43900,EQUX 23276,EA10M0601,43900,,,,8108678144,B00901407,,,,,,,,,,,,,,TRUE
TBOA 3169,3/13/2025,64126,W40,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",T25WH736,Yes - On Dispatch Schedule,45000,44860,ROIX 57941,B2250205,44860,,,,57941-1,573408,,,,,,,,,,,,,,TRUE
TBOA 3170,3/13/2025,64151,G58,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,MOVED,48000,0,,,0,,,,14856146,881789243,,,,,,,,,,,,,,TRUE
TBOA 3171,3/13/2025,64078,O58,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48740,UTCX 1604,EB11M0601,48740,,,,8108662633,9407,,,,,,,,,,,,,,TRUE
TBOA 3172,3/13/2025,64152,W58,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47320,EQUX 13399,EB19BDD08,47320,,,,8108687313,378861-65,,,,,,,,,,,,,,TRUE
TBOA 3173,3/13/2025,64153,G76,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,47500,EQUX 12050,CL425A30J4,20380,EQUX 16841,CL425B08J3,27120,8108687310,LB031325,,,,,,,,,,,,,,TRUE
TBOA 3174,3/13/2025,64081,O76,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48720,UTCX 1604,EB11M0601,48720,,,,8108662620,14945,,,,,,,,,,,,,,TRUE
TBOA 3175,3/13/2025,64134,W76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,47340,FPAX 219397,2501219397,47340,,,,L53A057,450276648,,,,,,,,,,,,,,TRUE
TBOA 3176,3/13/2025,64172,G94,EAGLE,"EAGLE PKG INC - EARTH CITY, MO",G-34,Yes - On Dispatch Schedule,45000,44180,AOKX 602410,F2502018,44180,,,,1590109-1,4506428043,,,,,,,,,,,,,,TRUE
TBOA3177,3/14/2025,64123,G4,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,46360,CPCX 815976,DRJ920700,31220,AOKX 602288,DRM920960,15140,81334689,6501294992,,,,,,,,,,,,,,TRUE
TBOA 3178,3/14/2025,64113,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47280,ECUX 880567,24D10649,47280,,,,14847201,881778970,,,,,,,,,,,,,,TRUE
TBOA 3179,3/14/2025,64080,W4,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,47000,48320,UTCX 1604,EB11M0601,48320,,,,8108662623,1837,,,,,,,,,,,,,,TRUE
TBOA 3180,3/14/2025,64114,G22,EXXON,"TOYOTA BOSHOKU - MARION, KY",PP7855E1,MOVED,48000,0,,,0,,,,14847405,881778963,,,,,,,,,,,,,,TRUE
TBOA 3181,3/14/2025,64115,O22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47440,MBLX 54040,24L2183B8,47440,,,,14847333,881778969,,,,,,,,,,,,,,TRUE
TBOA 3182,3/14/2025,64127,W22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46420,CHVX 891151,PSB611150,46420,,,,81335193,4503831688,,,,,,,,,,,,,,TRUE
TBOA 3183,3/14/2025,64128,G40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46700,PSPX 6978,PSB611110,21800,CHVX 891151,PSB611150,24900,81335189,4503831706,,,,,,,,,,,,,,TRUE
TBOA 3184,3/14/2025,64129,O40,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,FPAX 219397,2501219397,0,,,,L52A412,4505276648,,,,,,,,,,,,,,TRUE
TBOA 3185,3/14/2025,64130,W40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48180,TCMX 472543,24L2883A6,48180,,,,14850984,881783851,,,,,,,,,,,,,,TRUE
TBOA 3186,3/14/2025,64095,G58,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47420,MBLX 54040,24L2183B8,47420,,,,14855315,881787841,,,,,,,,,,,,,,TRUE
TBOA 3187,3/14/2025,64154,O58,BOORTMALT,"SCHLAFLY BOTTLEWORKS - MAPLEWOOD, MO",PM 2R PALE MALT,Yes - On Dispatch Schedule,48000,46000,IARX 570346,IARX 570346,46000,,,,80145629,ST0004720 - BULK C: 40003778,,,,,,,,,,,,,,TRUE
TBOA 3188,3/14/2025,64155,W58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48040,MLLX 26262,CB125A2701,20140,EQUX 19575,CB125B0104,27900,8108687319,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3189,3/14/2025,64157,G76,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,45000 MAX,44480,ITFX 50276,MT124K1331,40420,NRLX 62007,MT124K1312,4060,8108690911,920011714,,,,,,,,,,,,,,TRUE
TBOA 3190,3/14/2025,64158,O76,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,Yes - On Dispatch Schedule,48000,46780,EQUX 13399,EB19BDD08,46780,,,,8108691689,8278-01,,,,,,,,,,,,,,TRUE
TBOA 3191,3/14/2025,64173,W76,EAGLE,"EAGLE PKG INC - EARTH CITY, MO",G-34,Yes - On Dispatch Schedule,45000,45740,AOKX 602410,F2502018,45740,,,,1590109-2,4506428043,,,,,,,,,,,,,,TRUE
TBOA 3192,3/14/2025,64131,G94,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,49680,TCMX 472543,24L2883A6,49680,,,,14851172,881783854,,,,,,,,,,,,,,TRUE
TBOA3193,3/15/2025,64131,G4,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,MOVED,48000,0,,,0,,,,14851172,881783854,,,,,,,,,,,,,,TRUE
TBOA 3194,3/15/2025,64159,O4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47060,EQUX 23036,CB125A3105,9440,EQUX 19575,CB125B0104,37620,8108691647,4500037205,,,,,,,,,,,,,,TRUE
TBOA3195,3/17/2025,64082,G4,BAMBERGER AMCO,"COMPAC INT - CARBONDALE, IL",BAPOLENE 135B NATURAL,Yes - On Dispatch Schedule,48000,46620,MBKX 175319,8972360RL,46620,,,,101409691-01-01,RM240406,,,,,,,,,,,,,,TRUE
TBOA 3196,3/17/2025,64124,O4,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,48600,AOKX 602288,DRM920960,48600,,,,81334691,6501320161,,,,,,,,,,,,,,TRUE
TBOA 3197,3/17/2025,64132,W4,BAMBERGER AMCO,"PRETIUM PKG - ST. LOUIS, MO",COPYLENE CH120LN NATURAL,Yes - On Dispatch Schedule,48000,48620,GPLX 78249,ZM06XPB04,48620,,,,101263011-01-01,7521-01,,,,,,,,,,,,,,TRUE
TBOA 3198,3/17/2025,64133,G22,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14851173,881783857,,,,,,,,,,,,,,TRUE
TBOA 3199,3/17/2025,64143,O22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48700,TCMX 472543,24L2883A6,48700,,,,14855249,881786288,,,,,,,,,,,,,,TRUE
TBOA 3200,3/17/2025,64144,W22,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47760,MBLX 53189,24L2383A1,47760,,,,14855056,881787741,,,,,,,,,,,,,,TRUE
TBOA 3201,3/17/2025,64145,G40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47240,MBLX 53189,24L2383A1,47240,,,,14855049,881787736,,,,,,,,,,,,,,TRUE
TBOA 3202,3/17/2025,64146,O40,CP CHEM,"PRIMEX PLASTICS - RICHMOND, IN",9503H,MOVED,47000,46900,CPCX 805033,NSA120012,46900,,,,81336279,101133559,,,,,,,,,,,,,,TRUE
TBOA 3203,3/17/2025,64147,W40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47240,CHVX 891151,PSB611150,47240,,,,81336273,4503872622,,,,,,,,,,,,,,TRUE
TBOA 3204,3/17/2025,64148,G58,CP CHEM,"AXIUM PKG - JEFFERSON CITY, MO",9513H,Yes - On Dispatch Schedule,47000,47020,CPCX 815901,NRH120950,47020,,,,81336262,4500037207,,,,,,,,,,,,,,TRUE
TBOA 3205,3/17/2025,64149,O58,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,41160,UTCX 1604,EB11M0601,41160,,,,8108687316,14945,,,,,,,,,,,,,,TRUE
TBOA 3206,3/17/2025,64150,W58,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,STRIP OUT,45180,UTCX 1688,DM12T0601,45180,,,,8108687314,47000006858,,,,,,,,,,,,,,TRUE
TBOA 3207,3/17/2025,64160,G76,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP7855E1,Yes - On Dispatch Schedule,48000,46420,XOMX 720420,25B0883A3,46420,,,,14860125,881793508,,,,,,,,,,,,,,TRUE
TBOA 3208,3/17/2025,,O76,LYONDELLBASELL,"BERRY GLOBAL - FRANKLIN, IN",LR734046,MOVED,48000,0,,,0,,,,8108691659,4853760,,,,,,,,,,,,,,TRUE
TBOA 3209,3/17/2025,64161,W76,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,47000,47860,EQUX 13691,DM08LKK01,7540,EQUX 13399,EB19BDD08,40320,8108691675,4500037594,,,,,,,,,,,,,,TRUE
TBOA 3210,3/17/2025,64162,G94,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,MOVED,46000,0,CBFX 491287,EB06BCC05,0,,,,8108691685,6501319858,,,,,,,,,,,,,,TRUE
TBOA 3211,3/17/2025,64163,O94,EXXON,"FAURECIA - SPRING HILL, TN",PP8285E1,Yes - On Dispatch Schedule,48000,47100,MBLX 54040,24L2183B8,18880,TCMX 472543,24L2883A6,28220,14860981,881793689,,,,,,,,,,,,,,TRUE
TBOA 3212,3/17/2025,64175,W94,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47600,EQUX 19575,CB125B0104,47600,,,,8108696498,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3213,3/17/2025,64176,G112,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,46980,EQUX 16841,CL425B08J3,46980,,,,8108696501,11613,,,,,,,,,,,,,,TRUE
TBOA 3214,3/17/2025,64177,O112,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,Yes - On Dispatch Schedule,48000,47920,NAHX 610141,EA28LKK04,26720,EQUX 13399,EB19BDD08,21200,8108696502,8278-01,,,,,,,,,,,,,,TRUE
TBOA3215,3/18/2025,64136,G4,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,CANCELLED,48000,0,,,0,,,,14854733,881787739,,,,,,,,,,,,,,TRUE
TBOA 3216,3/18/2025,64137,O4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14855075,881787740,,,,,,,,,,,,,,TRUE
TBOA 3217,3/18/2025,64138,W4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,48100,ECUX 880567,24D10649,48100,,,,14854734,881787737,,,,,,,,,,,,,,TRUE
TBOA 3218,3/18/2025,64139,G22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46040,CHVX 891151,PSB611150,19780,CHVX 894007,PSB611070,26260,81336299,4503831707,,,,,,,,,,,,,,TRUE
TBOA 3219,3/18/2025,64140,O22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46280,CHVX 891151,PSB611150,46280,,,,81336297,4503831689,,,,,,,,,,,,,,TRUE
TBOA 3220,3/18/2025,64141,W22,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,48620,CPCX 815901,NRH120950,48620,,,,81336289,351314,,,,,,,,,,,,,,TRUE
TBOA 3221,3/18/2025,64142,G40,CP CHEM,"ALPLA - IOWA CITY, IA",9503H,Yes - On Dispatch Schedule,47000,46540,CPCX 805033,NSA120012,46540,,,,81336291,APO00231458,,,,,,,,,,,,,,TRUE
TBOA 3222,3/18/2025,64164,O40,EXXON,"WHIRLPOOL - WEST BRANCH, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47820,ECUX 881668,25A29QAF,34940,ECUX 881401,24L10QAF,12880,14859259,881792224,,,,,,,,,,,,,,TRUE
TBOA 3223,3/18/2025,64165,W40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,MOVED,48000,0,,,0,,,,14859326,881792223,,,,,,,,,,,,,,TRUE
TBOA 3224,3/18/2025,64166,G58,BOORTMALT,"4 HANDS BREWING - ST LOUIS, MO",PM 2R PALE MALT,Yes - On Dispatch Schedule,48000,48540,IARX 570346,IARX 570346,48540,,,,80145971,2947 BULK C: 40003775 (2025),,,,,,,,,,,,,,TRUE
TBOA 3225,3/18/2025,64178,O58,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,MOVED,48000,0,MLLX 26285,EB11M0602,0,,,,8108696497,1837,,,,,,,,,,,,,,TRUE
TBOA 3226,3/18/2025,64179,W58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48380,MLLX 26285,EB11M0602,48380,,,,8108696505,B00901407,,,,,,,,,,,,,,TRUE
TBOA 3227,3/18/2025,64180,G76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47600,ITFX 62091,CB125A2401,47600,,,,8108696507,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3228,3/18/2025,64181,O76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47540,ITFX 62091,CB125A2401,47540,,,,8108696511,4500037205./,,,,,,,,,,,,,,TRUE
TBOA 3229,3/18/2025,64162,W76,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,47000,CBFX 491287,EB06BCC05,47000,,,,8108691685,6501319858,,,,,,,,,,,,,,TRUE
TBOA 3230,3/18/2025,64146,O94,CP CHEM,"PRIMEX PLASTICS - RICHMOND, IN",9503H,Yes - On Dispatch Schedule,47000,46900,CPCX 805033,NSA120012,46900,,,,81336279,101133559,,,,,,,,,,,,,,TRUE
TBOA 3231,3/18/2025,64168,W94,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,47700,ECUX 882914,25B0881A2,47700,,,,14871646,881806006,,,,,,,,,,,,,,TRUE
TBOA3232,3/19/2025,64167,O4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48520,TCMX 472543,24L2883A6,35540,MBLX 53189,24L2383A1,12980,14859325,881792227,,,,,,,,,,,,,,TRUE
TBOA 3233,3/19/2025,64168,W4,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,MOVED,48000,0,,,0,,,,14862941,881796605,,,,,,,,,,,,,,TRUE
TBOA 3234,3/19/2025,64169,G22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47780,CHVX 894007,PSB611070,47780,,,,81338240,4503831691,,,,,,,,,,,,,,TRUE
TBOA 3235,3/19/2025,64170,O22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,49140,CHVX 894007,PSB611070,49140,,,,81338238,4503831708,,,,,,,,,,,,,,TRUE
TBOA 3236,3/19/2025,64182,W22,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,MOVED,48000,0,,,0,,,,8108700151,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3237,3/19/2025,64183,G40,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47200,EQUX 16841,CL425B08J3,47200,,,,8108700153,11614,,,,,,,,,,,,,,TRUE
TBOA 3238,3/19/2025,64184,O40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47520,ITFX 62091,CB125A2401,47520,,,,8108700155,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3239,3/19/2025,64203,W40,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,Yes - On Dispatch Schedule,48000,48020,XOMX 720420,25B0883A3,45680,ECUX 882914,25B0881A2,2340,14871135,881805305,,,,,,,,,,,,,,TRUE
TBOA 3240,3/19/2025,64204,G58,"EJD, INC","IDOT - MASON CITY, IL",HFE 90,,3600,0,,,0,,,,,699-03132025,,,,,,,,,,,,,,TRUE
TBOA 3241,3/19/2025,64178,O58,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47940,MLLX 26285,EB11M0602,47940,,,,8108696497,1837,,,,,,,,,,,,,,TRUE
TBOA 3242,3/19/2025,64218,G76,"EJD, INC","IDOT- TAYLORVILLE, IL",HFE 90,,1800,0,,,0,,,,,,,,,,,,,,,,,,,TRUE
TBOA 3243,3/19/2025,64236,O76,BAMBERGER AMCO,"HUB PLASTICS MIDWEST LLC - BARNHART, MO",Bapolene 2035 Natural,Yes - On Dispatch Schedule,48000,48600,HLTX 7070,9023852RL,48600,,,,101441915-01-02,011425-MP,,,,,,,,,,,,,,TRUE
TBOA3244,3/20/2025,64171,O4,LYONDELLBASELL,"BERRY GLOBAL - FRANKLIN, IN",LR734046,Yes - On Dispatch Schedule,48000,48340,EQUX 15059,CB124J2804,48340,,,,8108691659,4853760,,,,,,,,,,,,,,TRUE
TBOA 3245,3/20/2025,64185,W4,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48860,XOMX 717287,24L2883A3,48860,,,,14867124,881800920,,,,,,,,,,,,,,TRUE
TBOA 3246,3/20/2025,64186,G22,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,48000,MBLX 53189,24L2383A1,48000,,,,14867133,881800915,,,,,,,,,,,,,,TRUE
TBOA 3247,3/20/2025,64187,O22,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,MOVED,48000,0,,,0,,,,14866774,881800913,,,,,,,,,,,,,,TRUE
TBOA 3248,3/20/2025,64188,W22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,0,,,0,,,,81339187,4503831709,,,,,,,,,,,,,,TRUE
TBOA 3249,3/20/2025,64189,G40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46000,CHVX 896657,PSB611140,46000,,,,81339191,4503831692,,,,,,,,,,,,,,TRUE
TBOA 3250,3/20/2025,64190,O40,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,46860,AOKX 602288,DRM920960,46860,,,,81339203,6501320161,,,,,,,,,,,,,,TRUE
TBOA 3251,3/20/2025,64191,W40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,CANCELLED,48000,0,MLLX 10262,CB125A3002,0,,,,8108700156,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3252,3/20/2025,64192,G58,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,47640,EQUX 16962,CL425B16J4,47640,,,,8108700158,LB032025,,,,,,,,,,,,,,TRUE
TBOA 3253,3/20/2025,64193,O58,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47320,WFRX 870929,EB19BDD01,47320,,,,8108700162,378861-65,,,,,,,,,,,,,,TRUE
TBOA 3254,3/20/2025,64237,W58,CP CHEM,"PRIMEX PLASTICS - RICHMOND, IN",9503H,Yes - On Dispatch Schedule,47000,48340,CPCX 805033,NSA120012,48340,,,,81341682,101135449,,,,,,,,,,,,,,TRUE
TBOA 3255,3/20/2025,64238,G76,"EJD, INC","IDOT - WINCHESTER, IL",HFE 90,,3600,0,,,0,,,,,,,,,,,,,,,,,,,TRUE
TBOA 3256,3/20/2025,64239,O76,"EJD, INC","IDOT- TAYLORVILLE, IL",HFE 90,,1800,0,,,0,,,,,,,,,,,,,,,,,,,TRUE
TBOA 3257,3/20/2025,64219,W76,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,"45,000 MAX",44460,NRLX 62007,MT124K1312,44460,,,,8108709409,920011715,,,,,,,,,,,,,,TRUE
TBOA 3258,3/20/2025,64248,G94,BAMBERGER AMCO,"EEJAY WAREHOUSE - E ST LOUIS, IL",HDPE J52-08-226 NATURAL,,50000,0,GISX 1053,C250228J11,0,,,,10942621,,,,,,,,,,,,,,,TRUE
TBOA3259,3/21/2025,64205,G4,EXXON,"FAURECIA - SPRING HILL, TN",PP8285E1,MOVED,48000,47780,MBLX 53189,24L2383A1,46480,XOMX 717287,24L2883A3,1300,14871924,881805360,,,,,,,,,,,,,,TRUE
TBOA 3260,3/21/2025,64194,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,CANCELLED,48000,0,ECUX 880567,24D10649,0,,,,14867185,881800921,,,,,,,,,,,,,,TRUE
TBOA 3261,3/21/2025,64195,W4,EXXON,"BLUE STAR PLASTICS - LEXINGTON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47760,ECUX 882914,25B0881A2,47760,,,,14867162,881800917,,,,,,,,,,,,,,TRUE
TBOA 3262,3/21/2025,64196,G22,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP8285E1,Yes - On Dispatch Schedule,48000,49100,XOMX 717287,24L2883A3,49100,,,,14867161,881800923,,,,,,,,,,,,,,TRUE
TBOA 3263,3/21/2025,64197,O22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47260,XOMX 717287,24L2883A3,47260,,,,14867154,881800922,,,,,,,,,,,,,,TRUE
TBOA 3264,3/21/2025,64198,W22,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14867134,881800919,,,,,,,,,,,,,,TRUE
TBOA 3265,3/21/2025,64199,G40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,47120,CHVX 896657,PSB611140,47120,,,,81339193,4503831710,,,,,,,,,,,,,,TRUE
TBOA 3266,3/21/2025,64200,O40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,CANCELLED,47000,0,,,0,,,,81339195,4503831694,,,,,,,,,,,,,,TRUE
TBOA 3267,3/21/2025,64201,W40,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,47000,46560,MLLX 26285,EB11M0602,46560,,,,8108700150,14945,,,,,,,,,,,,,,TRUE
TBOA 3268,3/21/2025,64206,G58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48060,ITFX 62091,CB125A2401,48060,,,,8108704176,4500037205 .,,,,,,,,,,,,,,TRUE
TBOA 3269,3/21/2025,64207,O58,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,CANCELLED,48000,0,WFRX 870929,EB19BDD01,0,,,,8108704186,8278-01,,,,,,,,,,,,,,TRUE
TBOA 3270,3/21/2025,64208,W58,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47800,XOMX 717287,24L2883A3,47800,,,,14870743,881804814,,,,,,,,,,,,,,TRUE
